,date,symbol,open,high,low,close
4000,20240701 08:40:00 US/Central,SR3Z5,95.94,95.955,95.935,95.94
4001,20240701 08:50:00 US/Central,SR3Z5,95.94,95.955,95.94,95.955
4002,20240701 09:00:00 US/Central,SR3Z5,95.955,95.99,95.95,95.96
4003,20240701 09:10:00 US/Central,SR3Z5,95.96,95.965,95.945,95.955
4004,20240701 09:20:00 US/Central,SR3Z5,95.955,95.955,95.93,95.94
4005,20240701 09:30:00 US/Central,SR3Z5,95.94,95.94,95.92,95.925
4006,20240701 09:40:00 US/Central,SR3Z5,95.925,95.93,95.92,95.92
4007,20240701 09:50:00 US/Central,SR3Z5,95.92,95.925,95.915,95.92
4008,20240701 10:00:00 US/Central,SR3Z5,95.92,95.925,95.905,95.92
4009,20240701 10:10:00 US/Central,SR3Z5,95.92,95.93,95.915,95.92
4010,20240701 10:20:00 US/Central,SR3Z5,95.92,95.935,95.92,95.925
4011,20240701 10:30:00 US/Central,SR3Z5,95.925,95.94,95.92,95.935
4012,20240701 10:40:00 US/Central,SR3Z5,95.935,95.94,95.925,95.935
4013,20240701 10:50:00 US/Central,SR3Z5,95.935,95.935,95.925,95.93
4014,20240701 11:00:00 US/Central,SR3Z5,95.93,95.935,95.925,95.935
4015,20240701 11:10:00 US/Central,SR3Z5,95.935,95.94,95.93,95.94
4016,20240701 11:20:00 US/Central,SR3Z5,95.94,95.94,95.93,95.935
4017,20240701 11:30:00 US/Central,SR3Z5,95.935,95.935,95.925,95.93
4018,20240701 11:40:00 US/Central,SR3Z5,95.93,95.935,95.925,95.93
4019,20240701 11:50:00 US/Central,SR3Z5,95.93,95.93,95.92,95.92
4020,20240701 12:00:00 US/Central,SR3Z5,95.92,95.925,95.92,95.92
4021,20240701 12:10:00 US/Central,SR3Z5,95.92,95.93,95.92,95.93
4022,20240701 12:20:00 US/Central,SR3Z5,95.93,95.93,95.925,95.93
4023,20240701 12:30:00 US/Central,SR3Z5,95.93,95.93,95.925,95.93
4024,20240701 12:40:00 US/Central,SR3Z5,95.93,95.93,95.92,95.92
4025,20240701 12:50:00 US/Central,SR3Z5,95.92,95.925,95.92,95.92
4026,20240701 13:00:00 US/Central,SR3Z5,95.92,95.925,95.915,95.92
4027,20240701 13:10:00 US/Central,SR3Z5,95.92,95.92,95.91,95.91
4028,20240701 13:20:00 US/Central,SR3Z5,95.91,95.925,95.91,95.92
4029,20240701 13:30:00 US/Central,SR3Z5,95.92,95.93,95.915,95.93
4030,20240701 13:40:00 US/Central,SR3Z5,95.93,95.935,95.925,95.935
4031,20240701 13:50:00 US/Central,SR3Z5,95.935,95.935,95.925,95.93
4032,20240701 14:00:00 US/Central,SR3Z5,95.93,95.935,95.92,95.92
4033,20240701 14:10:00 US/Central,SR3Z5,95.92,95.93,95.92,95.93
4034,20240701 14:20:00 US/Central,SR3Z5,95.93,95.93,95.92,95.93
4035,20240701 14:30:00 US/Central,SR3Z5,95.93,95.935,95.925,95.935
4036,20240701 14:40:00 US/Central,SR3Z5,95.935,95.94,95.925,95.935
4037,20240701 14:50:00 US/Central,SR3Z5,95.935,95.935,95.93,95.935
4038,20240701 15:00:00 US/Central,SR3Z5,95.935,95.95,95.93,95.94
4039,20240701 15:10:00 US/Central,SR3Z5,95.94,95.945,95.935,95.94
4040,20240701 15:20:00 US/Central,SR3Z5,95.94,95.945,95.94,95.94
4041,20240701 15:30:00 US/Central,SR3Z5,95.94,95.945,95.94,95.94
4042,20240701 15:40:00 US/Central,SR3Z5,95.94,95.945,95.94,95.94
4043,20240701 15:50:00 US/Central,SR3Z5,95.94,95.945,95.94,95.94
4044,20240702 08:30:00 US/Central,SR3Z5,96.0,96.015,95.985,96.0
4045,20240702 08:40:00 US/Central,SR3Z5,96.0,96.015,95.995,96.005
4046,20240702 08:50:00 US/Central,SR3Z5,96.005,96.01,95.99,96.0
4047,20240702 09:00:00 US/Central,SR3Z5,96.0,96.005,95.965,95.97
4048,20240702 09:10:00 US/Central,SR3Z5,95.97,95.985,95.965,95.98
4049,20240702 09:20:00 US/Central,SR3Z5,95.98,95.99,95.975,95.985
4050,20240702 09:30:00 US/Central,SR3Z5,95.985,96.005,95.98,96.0
4051,20240702 09:40:00 US/Central,SR3Z5,96.0,96.01,95.995,96.0
4052,20240702 09:50:00 US/Central,SR3Z5,96.0,96.01,96.0,96.0
4053,20240702 10:00:00 US/Central,SR3Z5,96.0,96.005,95.995,96.0
4054,20240702 10:10:00 US/Central,SR3Z5,96.0,96.005,95.99,95.995
4055,20240702 10:20:00 US/Central,SR3Z5,95.995,95.995,95.98,95.99
4056,20240702 10:30:00 US/Central,SR3Z5,95.99,95.99,95.98,95.99
4057,20240702 10:40:00 US/Central,SR3Z5,95.99,95.99,95.98,95.985
4058,20240702 10:50:00 US/Central,SR3Z5,95.985,95.99,95.98,95.985
4059,20240702 11:00:00 US/Central,SR3Z5,95.985,95.99,95.98,95.985
4060,20240702 11:10:00 US/Central,SR3Z5,95.985,95.99,95.98,95.99
4061,20240702 11:20:00 US/Central,SR3Z5,95.99,95.99,95.98,95.985
4062,20240702 11:30:00 US/Central,SR3Z5,95.985,95.985,95.975,95.98
4063,20240702 11:40:00 US/Central,SR3Z5,95.98,95.985,95.975,95.985
4064,20240702 11:50:00 US/Central,SR3Z5,95.985,95.985,95.975,95.98
4065,20240702 12:00:00 US/Central,SR3Z5,95.98,95.985,95.975,95.98
4066,20240702 12:10:00 US/Central,SR3Z5,95.98,95.98,95.97,95.97
4067,20240702 12:20:00 US/Central,SR3Z5,95.97,95.98,95.97,95.98
4068,20240702 12:30:00 US/Central,SR3Z5,95.98,95.98,95.97,95.97
4069,20240702 12:40:00 US/Central,SR3Z5,95.97,95.975,95.97,95.97
4070,20240702 12:50:00 US/Central,SR3Z5,95.97,95.98,95.97,95.98
4071,20240702 13:00:00 US/Central,SR3Z5,95.98,95.98,95.97,95.97
4072,20240702 13:10:00 US/Central,SR3Z5,95.97,95.98,95.97,95.98
4073,20240702 13:20:00 US/Central,SR3Z5,95.98,95.98,95.975,95.98
4074,20240702 13:30:00 US/Central,SR3Z5,95.98,95.98,95.97,95.98
4075,20240702 13:40:00 US/Central,SR3Z5,95.98,95.98,95.975,95.98
4076,20240702 13:50:00 US/Central,SR3Z5,95.98,95.98,95.97,95.98
4077,20240702 14:00:00 US/Central,SR3Z5,95.98,95.98,95.97,95.97
4078,20240702 14:10:00 US/Central,SR3Z5,95.97,95.975,95.97,95.97
4079,20240702 14:20:00 US/Central,SR3Z5,95.97,95.98,95.97,95.98
4080,20240702 14:30:00 US/Central,SR3Z5,95.98,95.985,95.975,95.98
4081,20240702 14:40:00 US/Central,SR3Z5,95.98,95.98,95.97,95.98
4082,20240702 14:50:00 US/Central,SR3Z5,95.98,95.98,95.975,95.98
4083,20240702 15:00:00 US/Central,SR3Z5,95.98,95.98,95.975,95.98
4084,20240702 15:10:00 US/Central,SR3Z5,95.98,95.98,95.975,95.98
4085,20240702 15:20:00 US/Central,SR3Z5,95.98,95.98,95.965,95.97
4086,20240702 15:30:00 US/Central,SR3Z5,95.97,95.975,95.965,95.97
4087,20240702 15:40:00 US/Central,SR3Z5,95.97,95.975,95.96,95.97
4088,20240702 15:50:00 US/Central,SR3Z5,95.97,95.975,95.965,95.97
4089,20240703 08:30:00 US/Central,SR3Z5,95.99,95.995,95.98,95.99
4090,20240703 08:40:00 US/Central,SR3Z5,95.99,95.995,95.98,95.99
4091,20240703 08:50:00 US/Central,SR3Z5,95.99,95.995,95.98,95.99
4092,20240703 09:00:00 US/Central,SR3Z5,95.99,96.07,95.99,96.055
4093,20240703 09:10:00 US/Central,SR3Z5,96.055,96.085,96.045,96.075
4094,20240703 09:20:00 US/Central,SR3Z5,96.075,96.075,96.055,96.065
4095,20240703 09:30:00 US/Central,SR3Z5,96.065,96.07,96.055,96.065
4096,20240703 09:40:00 US/Central,SR3Z5,96.065,96.075,96.055,96.075
4097,20240703 09:50:00 US/Central,SR3Z5,96.075,96.08,96.065,96.065
4098,20240703 10:00:00 US/Central,SR3Z5,96.065,96.07,96.055,96.06
4099,20240703 10:10:00 US/Central,SR3Z5,96.06,96.065,96.055,96.06
4100,20240703 10:20:00 US/Central,SR3Z5,96.06,96.06,96.04,96.045
4101,20240703 10:30:00 US/Central,SR3Z5,96.045,96.045,96.03,96.035
4102,20240703 10:40:00 US/Central,SR3Z5,96.035,96.04,96.03,96.03
4103,20240703 10:50:00 US/Central,SR3Z5,96.03,96.04,96.03,96.035
4104,20240703 11:00:00 US/Central,SR3Z5,96.035,96.04,96.03,96.03
4105,20240703 11:10:00 US/Central,SR3Z5,96.03,96.04,96.03,96.035
4106,20240703 11:20:00 US/Central,SR3Z5,96.035,96.045,96.035,96.045
4107,20240703 11:30:00 US/Central,SR3Z5,96.045,96.055,96.04,96.055
4108,20240703 11:40:00 US/Central,SR3Z5,96.055,96.055,96.045,96.045
4109,20240703 11:50:00 US/Central,SR3Z5,96.045,96.055,96.045,96.055
4110,20240705 08:30:00 US/Central,SR3Z5,96.125,96.14,96.12,96.125
4111,20240705 08:40:00 US/Central,SR3Z5,96.125,96.135,96.115,96.125
4112,20240705 08:50:00 US/Central,SR3Z5,96.125,96.13,96.11,96.125
4113,20240705 09:00:00 US/Central,SR3Z5,96.125,96.13,96.115,96.12
4114,20240705 09:10:00 US/Central,SR3Z5,96.12,96.135,96.11,96.13
4115,20240705 09:20:00 US/Central,SR3Z5,96.13,96.135,96.12,96.125
4116,20240705 09:30:00 US/Central,SR3Z5,96.125,96.14,96.12,96.14
4117,20240705 09:40:00 US/Central,SR3Z5,96.14,96.145,96.135,96.14
4118,20240705 09:50:00 US/Central,SR3Z5,96.14,96.15,96.135,96.15
4119,20240705 10:00:00 US/Central,SR3Z5,96.15,96.155,96.14,96.155
4120,20240705 10:10:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4121,20240705 10:20:00 US/Central,SR3Z5,96.155,96.17,96.155,96.17
4122,20240705 10:30:00 US/Central,SR3Z5,96.17,96.175,96.16,96.16
4123,20240705 10:40:00 US/Central,SR3Z5,96.16,96.17,96.155,96.155
4124,20240705 10:50:00 US/Central,SR3Z5,96.155,96.17,96.155,96.16
4125,20240705 11:00:00 US/Central,SR3Z5,96.16,96.165,96.155,96.155
4126,20240705 11:10:00 US/Central,SR3Z5,96.155,96.165,96.155,96.16
4127,20240705 11:20:00 US/Central,SR3Z5,96.16,96.17,96.155,96.16
4128,20240705 11:30:00 US/Central,SR3Z5,96.16,96.165,96.155,96.155
4129,20240705 11:40:00 US/Central,SR3Z5,96.155,96.16,96.145,96.155
4130,20240705 11:50:00 US/Central,SR3Z5,96.155,96.16,96.145,96.155
4131,20240705 12:00:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4132,20240705 12:10:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4133,20240705 12:20:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4134,20240705 12:30:00 US/Central,SR3Z5,96.155,96.16,96.155,96.155
4135,20240705 12:40:00 US/Central,SR3Z5,96.155,96.165,96.155,96.16
4136,20240705 12:50:00 US/Central,SR3Z5,96.16,96.165,96.15,96.155
4137,20240705 13:00:00 US/Central,SR3Z5,96.155,96.165,96.15,96.155
4138,20240705 13:10:00 US/Central,SR3Z5,96.155,96.165,96.155,96.16
4139,20240705 13:20:00 US/Central,SR3Z5,96.16,96.175,96.16,96.17
4140,20240705 13:30:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4141,20240705 13:40:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4142,20240705 13:50:00 US/Central,SR3Z5,96.17,96.18,96.165,96.18
4143,20240705 14:00:00 US/Central,SR3Z5,96.18,96.18,96.165,96.17
4144,20240705 14:10:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4145,20240705 14:20:00 US/Central,SR3Z5,96.17,96.175,96.17,96.17
4146,20240705 14:30:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4147,20240705 14:40:00 US/Central,SR3Z5,96.17,96.17,96.165,96.17
4148,20240705 14:50:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4149,20240705 15:00:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4150,20240705 15:10:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4151,20240705 15:20:00 US/Central,SR3Z5,96.17,96.17,96.165,96.17
4152,20240705 15:30:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4153,20240705 15:40:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4154,20240705 15:50:00 US/Central,SR3Z5,96.17,96.17,96.16,96.17
4155,20240708 08:30:00 US/Central,SR3Z5,96.155,96.155,96.14,96.14
4156,20240708 08:40:00 US/Central,SR3Z5,96.14,96.15,96.135,96.15
4157,20240708 08:50:00 US/Central,SR3Z5,96.15,96.16,96.145,96.155
4158,20240708 09:00:00 US/Central,SR3Z5,96.155,96.165,96.15,96.155
4159,20240708 09:10:00 US/Central,SR3Z5,96.155,96.165,96.15,96.155
4160,20240708 09:20:00 US/Central,SR3Z5,96.155,96.155,96.145,96.155
4161,20240708 09:30:00 US/Central,SR3Z5,96.155,96.155,96.145,96.15
4162,20240708 09:40:00 US/Central,SR3Z5,96.15,96.155,96.14,96.15
4163,20240708 09:50:00 US/Central,SR3Z5,96.15,96.155,96.145,96.15
4164,20240708 10:00:00 US/Central,SR3Z5,96.15,96.155,96.14,96.15
4165,20240708 10:10:00 US/Central,SR3Z5,96.15,96.15,96.14,96.14
4166,20240708 10:20:00 US/Central,SR3Z5,96.14,96.145,96.135,96.14
4167,20240708 10:30:00 US/Central,SR3Z5,96.14,96.145,96.135,96.14
4168,20240708 10:40:00 US/Central,SR3Z5,96.14,96.15,96.135,96.14
4169,20240708 10:50:00 US/Central,SR3Z5,96.14,96.145,96.135,96.14
4170,20240708 11:00:00 US/Central,SR3Z5,96.14,96.145,96.135,96.14
4171,20240708 11:10:00 US/Central,SR3Z5,96.14,96.15,96.14,96.15
4172,20240708 11:20:00 US/Central,SR3Z5,96.15,96.15,96.145,96.15
4173,20240708 11:30:00 US/Central,SR3Z5,96.15,96.15,96.145,96.15
4174,20240708 11:40:00 US/Central,SR3Z5,96.15,96.15,96.145,96.15
4175,20240708 11:50:00 US/Central,SR3Z5,96.15,96.155,96.145,96.155
4176,20240708 12:00:00 US/Central,SR3Z5,96.155,96.155,96.145,96.155
4177,20240708 12:10:00 US/Central,SR3Z5,96.155,96.165,96.15,96.155
4178,20240708 12:20:00 US/Central,SR3Z5,96.155,96.165,96.155,96.155
4179,20240708 12:30:00 US/Central,SR3Z5,96.155,96.17,96.155,96.16
4180,20240708 12:40:00 US/Central,SR3Z5,96.16,96.17,96.16,96.16
4181,20240708 12:50:00 US/Central,SR3Z5,96.16,96.17,96.16,96.16
4182,20240708 13:00:00 US/Central,SR3Z5,96.16,96.165,96.16,96.16
4183,20240708 13:10:00 US/Central,SR3Z5,96.16,96.165,96.155,96.16
4184,20240708 13:20:00 US/Central,SR3Z5,96.16,96.165,96.155,96.16
4185,20240708 13:30:00 US/Central,SR3Z5,96.16,96.165,96.16,96.16
4186,20240708 13:40:00 US/Central,SR3Z5,96.16,96.165,96.16,96.16
4187,20240708 13:50:00 US/Central,SR3Z5,96.16,96.17,96.155,96.17
4188,20240708 14:00:00 US/Central,SR3Z5,96.17,96.17,96.155,96.155
4189,20240708 14:10:00 US/Central,SR3Z5,96.155,96.16,96.155,96.155
4190,20240708 14:20:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4191,20240708 14:30:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4192,20240708 14:40:00 US/Central,SR3Z5,96.155,96.165,96.155,96.155
4193,20240708 14:50:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4194,20240708 15:00:00 US/Central,SR3Z5,96.155,96.16,96.145,96.15
4195,20240708 15:10:00 US/Central,SR3Z5,96.15,96.15,96.14,96.14
4196,20240708 15:20:00 US/Central,SR3Z5,96.14,96.15,96.14,96.15
4197,20240708 15:30:00 US/Central,SR3Z5,96.15,96.15,96.145,96.15
4198,20240708 15:40:00 US/Central,SR3Z5,96.15,96.15,96.14,96.15
4199,20240708 15:50:00 US/Central,SR3Z5,96.15,96.15,96.14,96.15
4200,20240709 08:30:00 US/Central,SR3Z5,96.14,96.145,96.135,96.14
4201,20240709 08:40:00 US/Central,SR3Z5,96.14,96.145,96.135,96.14
4202,20240709 08:50:00 US/Central,SR3Z5,96.14,96.16,96.14,96.155
4203,20240709 09:00:00 US/Central,SR3Z5,96.155,96.17,96.11,96.13
4204,20240709 09:10:00 US/Central,SR3Z5,96.13,96.145,96.13,96.13
4205,20240709 09:20:00 US/Central,SR3Z5,96.13,96.14,96.125,96.14
4206,20240709 09:30:00 US/Central,SR3Z5,96.14,96.14,96.13,96.13
4207,20240709 09:40:00 US/Central,SR3Z5,96.13,96.135,96.125,96.125
4208,20240709 09:50:00 US/Central,SR3Z5,96.125,96.135,96.115,96.125
4209,20240709 10:00:00 US/Central,SR3Z5,96.125,96.14,96.125,96.125
4210,20240709 10:10:00 US/Central,SR3Z5,96.125,96.13,96.115,96.125
4211,20240709 10:20:00 US/Central,SR3Z5,96.125,96.13,96.115,96.125
4212,20240709 10:30:00 US/Central,SR3Z5,96.125,96.13,96.115,96.125
4213,20240709 10:40:00 US/Central,SR3Z5,96.125,96.13,96.12,96.125
4214,20240709 10:50:00 US/Central,SR3Z5,96.125,96.135,96.12,96.13
4215,20240709 11:00:00 US/Central,SR3Z5,96.13,96.14,96.13,96.14
4216,20240709 11:10:00 US/Central,SR3Z5,96.14,96.145,96.135,96.14
4217,20240709 11:20:00 US/Central,SR3Z5,96.14,96.15,96.135,96.15
4218,20240709 11:30:00 US/Central,SR3Z5,96.15,96.15,96.14,96.15
4219,20240709 11:40:00 US/Central,SR3Z5,96.15,96.15,96.14,96.14
4220,20240709 11:50:00 US/Central,SR3Z5,96.14,96.145,96.135,96.14
4221,20240709 12:00:00 US/Central,SR3Z5,96.14,96.155,96.135,96.155
4222,20240709 12:10:00 US/Central,SR3Z5,96.155,96.16,96.14,96.15
4223,20240709 12:20:00 US/Central,SR3Z5,96.15,96.15,96.14,96.15
4224,20240709 12:30:00 US/Central,SR3Z5,96.15,96.15,96.14,96.15
4225,20240709 12:40:00 US/Central,SR3Z5,96.15,96.155,96.145,96.155
4226,20240709 12:50:00 US/Central,SR3Z5,96.155,96.155,96.15,96.155
4227,20240709 13:00:00 US/Central,SR3Z5,96.155,96.155,96.15,96.155
4228,20240709 13:10:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4229,20240709 13:20:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4230,20240709 13:30:00 US/Central,SR3Z5,96.155,96.155,96.145,96.15
4231,20240709 13:40:00 US/Central,SR3Z5,96.15,96.155,96.145,96.15
4232,20240709 13:50:00 US/Central,SR3Z5,96.15,96.16,96.145,96.155
4233,20240709 14:00:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4234,20240709 14:10:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4235,20240709 14:20:00 US/Central,SR3Z5,96.155,96.16,96.155,96.155
4236,20240709 14:30:00 US/Central,SR3Z5,96.155,96.165,96.155,96.16
4237,20240709 14:40:00 US/Central,SR3Z5,96.16,96.165,96.155,96.16
4238,20240709 14:50:00 US/Central,SR3Z5,96.16,96.165,96.155,96.16
4239,20240709 15:00:00 US/Central,SR3Z5,96.16,96.165,96.16,96.16
4240,20240709 15:10:00 US/Central,SR3Z5,96.16,96.165,96.16,96.16
4241,20240709 15:20:00 US/Central,SR3Z5,96.16,96.165,96.15,96.155
4242,20240709 15:30:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4243,20240709 15:40:00 US/Central,SR3Z5,96.155,96.16,96.155,96.155
4244,20240709 15:50:00 US/Central,SR3Z5,96.155,96.16,96.155,96.155
4245,20240710 08:30:00 US/Central,SR3Z5,96.17,96.175,96.16,96.17
4246,20240710 08:40:00 US/Central,SR3Z5,96.17,96.175,96.16,96.16
4247,20240710 08:50:00 US/Central,SR3Z5,96.16,96.17,96.16,96.17
4248,20240710 09:00:00 US/Central,SR3Z5,96.17,96.175,96.16,96.17
4249,20240710 09:10:00 US/Central,SR3Z5,96.17,96.18,96.165,96.18
4250,20240710 09:20:00 US/Central,SR3Z5,96.18,96.18,96.17,96.17
4251,20240710 09:30:00 US/Central,SR3Z5,96.17,96.18,96.17,96.17
4252,20240710 09:40:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4253,20240710 09:50:00 US/Central,SR3Z5,96.17,96.175,96.16,96.16
4254,20240710 10:00:00 US/Central,SR3Z5,96.16,96.17,96.155,96.16
4255,20240710 10:10:00 US/Central,SR3Z5,96.16,96.165,96.15,96.155
4256,20240710 10:20:00 US/Central,SR3Z5,96.155,96.165,96.155,96.16
4257,20240710 10:30:00 US/Central,SR3Z5,96.16,96.17,96.16,96.16
4258,20240710 10:40:00 US/Central,SR3Z5,96.16,96.165,96.16,96.16
4259,20240710 10:50:00 US/Central,SR3Z5,96.16,96.17,96.16,96.17
4260,20240710 11:00:00 US/Central,SR3Z5,96.17,96.175,96.16,96.17
4261,20240710 11:10:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4262,20240710 11:20:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4263,20240710 11:30:00 US/Central,SR3Z5,96.17,96.17,96.16,96.17
4264,20240710 11:40:00 US/Central,SR3Z5,96.17,96.17,96.16,96.17
4265,20240710 11:50:00 US/Central,SR3Z5,96.17,96.17,96.165,96.17
4266,20240710 12:00:00 US/Central,SR3Z5,96.17,96.18,96.165,96.17
4267,20240710 12:10:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4268,20240710 12:20:00 US/Central,SR3Z5,96.17,96.17,96.155,96.16
4269,20240710 12:30:00 US/Central,SR3Z5,96.16,96.165,96.15,96.155
4270,20240710 12:40:00 US/Central,SR3Z5,96.155,96.165,96.15,96.155
4271,20240710 12:50:00 US/Central,SR3Z5,96.155,96.165,96.155,96.16
4272,20240710 13:00:00 US/Central,SR3Z5,96.16,96.165,96.15,96.155
4273,20240710 13:10:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4274,20240710 13:20:00 US/Central,SR3Z5,96.155,96.16,96.15,96.155
4275,20240710 13:30:00 US/Central,SR3Z5,96.155,96.16,96.155,96.155
4276,20240710 13:40:00 US/Central,SR3Z5,96.155,96.165,96.155,96.16
4277,20240710 13:50:00 US/Central,SR3Z5,96.16,96.165,96.155,96.16
4278,20240710 14:00:00 US/Central,SR3Z5,96.16,96.165,96.155,96.16
4279,20240710 14:10:00 US/Central,SR3Z5,96.16,96.17,96.16,96.16
4280,20240710 14:20:00 US/Central,SR3Z5,96.16,96.165,96.16,96.16
4281,20240710 14:30:00 US/Central,SR3Z5,96.16,96.17,96.16,96.17
4282,20240710 14:40:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4283,20240710 14:50:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4284,20240710 15:00:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4285,20240710 15:10:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4286,20240710 15:20:00 US/Central,SR3Z5,96.17,96.175,96.17,96.17
4287,20240710 15:30:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4288,20240710 15:40:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4289,20240710 15:50:00 US/Central,SR3Z5,96.17,96.175,96.165,96.17
4290,20240711 08:30:00 US/Central,SR3Z5,96.315,96.325,96.305,96.31
4291,20240711 08:40:00 US/Central,SR3Z5,96.31,96.315,96.3,96.315
4292,20240711 08:50:00 US/Central,SR3Z5,96.315,96.33,96.305,96.325
4293,20240711 09:00:00 US/Central,SR3Z5,96.325,96.335,96.315,96.335
4294,20240711 09:10:00 US/Central,SR3Z5,96.335,96.335,96.315,96.33
4295,20240711 09:20:00 US/Central,SR3Z5,96.33,96.34,96.325,96.33
4296,20240711 09:30:00 US/Central,SR3Z5,96.33,96.33,96.31,96.325
4297,20240711 09:40:00 US/Central,SR3Z5,96.325,96.325,96.31,96.325
4298,20240711 09:50:00 US/Central,SR3Z5,96.325,96.325,96.315,96.325
4299,20240711 10:00:00 US/Central,SR3Z5,96.325,96.345,96.315,96.335
4300,20240711 10:10:00 US/Central,SR3Z5,96.335,96.34,96.32,96.335
4301,20240711 10:20:00 US/Central,SR3Z5,96.335,96.335,96.32,96.33
4302,20240711 10:30:00 US/Central,SR3Z5,96.33,96.335,96.325,96.335
4303,20240711 10:40:00 US/Central,SR3Z5,96.335,96.35,96.325,96.345
4304,20240711 10:50:00 US/Central,SR3Z5,96.345,96.345,96.335,96.34
4305,20240711 11:00:00 US/Central,SR3Z5,96.34,96.34,96.33,96.34
4306,20240711 11:10:00 US/Central,SR3Z5,96.34,96.34,96.33,96.34
4307,20240711 11:20:00 US/Central,SR3Z5,96.34,96.345,96.33,96.345
4308,20240711 11:30:00 US/Central,SR3Z5,96.345,96.345,96.335,96.34
4309,20240711 11:40:00 US/Central,SR3Z5,96.34,96.34,96.33,96.34
4310,20240711 11:50:00 US/Central,SR3Z5,96.34,96.34,96.33,96.34
4311,20240711 12:00:00 US/Central,SR3Z5,96.34,96.34,96.32,96.34
4312,20240711 12:10:00 US/Central,SR3Z5,96.34,96.34,96.33,96.335
4313,20240711 12:20:00 US/Central,SR3Z5,96.335,96.34,96.33,96.335
4314,20240711 12:30:00 US/Central,SR3Z5,96.335,96.34,96.315,96.315
4315,20240711 12:40:00 US/Central,SR3Z5,96.315,96.32,96.31,96.315
4316,20240711 12:50:00 US/Central,SR3Z5,96.315,96.32,96.31,96.315
4317,20240711 13:00:00 US/Central,SR3Z5,96.315,96.325,96.31,96.315
4318,20240711 13:10:00 US/Central,SR3Z5,96.315,96.325,96.315,96.325
4319,20240711 13:20:00 US/Central,SR3Z5,96.325,96.325,96.31,96.315
4320,20240711 13:30:00 US/Central,SR3Z5,96.315,96.33,96.315,96.325
4321,20240711 13:40:00 US/Central,SR3Z5,96.325,96.325,96.315,96.315
4322,20240711 13:50:00 US/Central,SR3Z5,96.315,96.33,96.315,96.325
4323,20240711 14:00:00 US/Central,SR3Z5,96.325,96.33,96.32,96.33
4324,20240711 14:10:00 US/Central,SR3Z5,96.33,96.33,96.315,96.325
4325,20240711 14:20:00 US/Central,SR3Z5,96.325,96.325,96.315,96.315
4326,20240711 14:30:00 US/Central,SR3Z5,96.315,96.32,96.31,96.315
4327,20240711 14:40:00 US/Central,SR3Z5,96.315,96.32,96.31,96.315
4328,20240711 14:50:00 US/Central,SR3Z5,96.315,96.32,96.31,96.315
4329,20240711 15:00:00 US/Central,SR3Z5,96.315,96.32,96.31,96.315
4330,20240711 15:10:00 US/Central,SR3Z5,96.315,96.32,96.31,96.315
4331,20240711 15:20:00 US/Central,SR3Z5,96.315,96.315,96.31,96.315
4332,20240711 15:30:00 US/Central,SR3Z5,96.315,96.315,96.305,96.31
4333,20240711 15:40:00 US/Central,SR3Z5,96.31,96.315,96.305,96.31
4334,20240711 15:50:00 US/Central,SR3Z5,96.31,96.31,96.305,96.31
4335,20240712 08:30:00 US/Central,SR3Z5,96.345,96.355,96.34,96.345
4336,20240712 08:40:00 US/Central,SR3Z5,96.345,96.35,96.335,96.345
4337,20240712 08:50:00 US/Central,SR3Z5,96.345,96.355,96.34,96.355
4338,20240712 09:00:00 US/Central,SR3Z5,96.355,96.365,96.345,96.355
4339,20240712 09:10:00 US/Central,SR3Z5,96.355,96.37,96.35,96.365
4340,20240712 09:20:00 US/Central,SR3Z5,96.365,96.37,96.345,96.355
