,date,symbol,open,high,low,close
2046,20240626 12:30:00 US/Central,SR3M5,95.655,95.66,95.65,95.655
2047,20240626 12:40:00 US/Central,SR3M5,95.655,95.655,95.65,95.655
2048,20240626 12:50:00 US/Central,SR3M5,95.655,95.66,95.645,95.65
2049,20240626 13:00:00 US/Central,SR3M5,95.65,95.65,95.645,95.65
2050,20240626 13:10:00 US/Central,SR3M5,95.65,95.65,95.64,95.65
2051,20240626 13:20:00 US/Central,SR3M5,95.65,95.65,95.635,95.64
2052,20240626 13:30:00 US/Central,SR3M5,95.64,95.645,95.64,95.64
2053,20240626 13:40:00 US/Central,SR3M5,95.64,95.645,95.64,95.64
2054,20240626 13:50:00 US/Central,SR3M5,95.64,95.65,95.64,95.65
2055,20240626 14:00:00 US/Central,SR3M5,95.65,95.65,95.645,95.65
2056,20240626 14:10:00 US/Central,SR3M5,95.65,95.65,95.645,95.65
2057,20240626 14:20:00 US/Central,SR3M5,95.65,95.65,95.645,95.65
2058,20240626 14:30:00 US/Central,SR3M5,95.65,95.65,95.645,95.65
2059,20240626 14:40:00 US/Central,SR3M5,95.65,95.65,95.645,95.65
2060,20240626 14:50:00 US/Central,SR3M5,95.65,95.655,95.645,95.655
2061,20240626 15:00:00 US/Central,SR3M5,95.655,95.655,95.645,95.655
2062,20240626 15:10:00 US/Central,SR3M5,95.655,95.655,95.645,95.65
2063,20240626 15:20:00 US/Central,SR3M5,95.65,95.65,95.64,95.64
2064,20240626 15:30:00 US/Central,SR3M5,95.64,95.645,95.635,95.64
2065,20240626 15:40:00 US/Central,SR3M5,95.64,95.645,95.635,95.64
2066,20240626 15:50:00 US/Central,SR3M5,95.64,95.645,95.635,95.64
2067,20240627 08:30:00 US/Central,SR3M5,95.67,95.68,95.67,95.68
2068,20240627 08:40:00 US/Central,SR3M5,95.68,95.685,95.67,95.685
2069,20240627 08:50:00 US/Central,SR3M5,95.685,95.695,95.68,95.69
2070,20240627 09:00:00 US/Central,SR3M5,95.69,95.705,95.685,95.69
2071,20240627 09:10:00 US/Central,SR3M5,95.69,95.705,95.69,95.7
2072,20240627 09:20:00 US/Central,SR3M5,95.7,95.7,95.69,95.69
2073,20240627 09:30:00 US/Central,SR3M5,95.69,95.695,95.69,95.69
2074,20240627 09:40:00 US/Central,SR3M5,95.69,95.7,95.69,95.7
2075,20240627 09:50:00 US/Central,SR3M5,95.7,95.7,95.69,95.69
2076,20240627 10:00:00 US/Central,SR3M5,95.69,95.7,95.69,95.69
2077,20240627 10:10:00 US/Central,SR3M5,95.69,95.695,95.685,95.69
2078,20240627 10:20:00 US/Central,SR3M5,95.69,95.695,95.68,95.69
2079,20240627 10:30:00 US/Central,SR3M5,95.69,95.69,95.68,95.685
2080,20240627 10:40:00 US/Central,SR3M5,95.685,95.685,95.675,95.685
2081,20240627 10:50:00 US/Central,SR3M5,95.685,95.685,95.675,95.68
2082,20240627 11:00:00 US/Central,SR3M5,95.68,95.685,95.675,95.685
2083,20240627 11:10:00 US/Central,SR3M5,95.685,95.685,95.675,95.685
2084,20240627 11:20:00 US/Central,SR3M5,95.685,95.685,95.675,95.68
2085,20240627 11:30:00 US/Central,SR3M5,95.68,95.685,95.675,95.68
2086,20240627 11:40:00 US/Central,SR3M5,95.68,95.68,95.675,95.68
2087,20240627 11:50:00 US/Central,SR3M5,95.68,95.68,95.675,95.68
2088,20240627 12:00:00 US/Central,SR3M5,95.68,95.685,95.675,95.685
2089,20240627 12:10:00 US/Central,SR3M5,95.685,95.69,95.68,95.685
2090,20240627 12:20:00 US/Central,SR3M5,95.685,95.685,95.68,95.685
2091,20240627 12:30:00 US/Central,SR3M5,95.685,95.685,95.675,95.68
2092,20240627 12:40:00 US/Central,SR3M5,95.68,95.68,95.67,95.68
2093,20240627 12:50:00 US/Central,SR3M5,95.68,95.68,95.675,95.68
2094,20240627 13:00:00 US/Central,SR3M5,95.68,95.68,95.675,95.68
2095,20240627 13:10:00 US/Central,SR3M5,95.68,95.68,95.675,95.68
2096,20240627 13:20:00 US/Central,SR3M5,95.68,95.68,95.67,95.68
2097,20240627 13:30:00 US/Central,SR3M5,95.68,95.685,95.675,95.685
2098,20240627 13:40:00 US/Central,SR3M5,95.685,95.685,95.675,95.68
2099,20240627 13:50:00 US/Central,SR3M5,95.68,95.685,95.675,95.68
2100,20240627 14:00:00 US/Central,SR3M5,95.68,95.68,95.675,95.68
2101,20240627 14:10:00 US/Central,SR3M5,95.68,95.68,95.675,95.68
2102,20240627 14:20:00 US/Central,SR3M5,95.68,95.68,95.675,95.68
2103,20240627 14:30:00 US/Central,SR3M5,95.68,95.68,95.675,95.68
2104,20240627 14:40:00 US/Central,SR3M5,95.68,95.68,95.675,95.68
2105,20240627 14:50:00 US/Central,SR3M5,95.68,95.68,95.675,95.68
2106,20240627 15:00:00 US/Central,SR3M5,95.68,95.685,95.675,95.685
2107,20240627 15:10:00 US/Central,SR3M5,95.685,95.685,95.68,95.685
2108,20240627 15:20:00 US/Central,SR3M5,95.685,95.685,95.675,95.685
2109,20240627 15:30:00 US/Central,SR3M5,95.685,95.685,95.68,95.685
2110,20240627 15:40:00 US/Central,SR3M5,95.685,95.685,95.68,95.685
2111,20240627 15:50:00 US/Central,SR3M5,95.685,95.685,95.68,95.685
2112,20240628 08:30:00 US/Central,SR3M5,95.72,95.73,95.715,95.73
2113,20240628 08:40:00 US/Central,SR3M5,95.73,95.735,95.71,95.735
2114,20240628 08:50:00 US/Central,SR3M5,95.735,95.74,95.725,95.73
2115,20240628 09:00:00 US/Central,SR3M5,95.73,95.74,95.72,95.72
2116,20240628 09:10:00 US/Central,SR3M5,95.72,95.725,95.715,95.72
2117,20240628 09:20:00 US/Central,SR3M5,95.72,95.72,95.71,95.715
2118,20240628 09:30:00 US/Central,SR3M5,95.715,95.725,95.71,95.715
2119,20240628 09:40:00 US/Central,SR3M5,95.715,95.72,95.705,95.71
2120,20240628 09:50:00 US/Central,SR3M5,95.71,95.71,95.685,95.69
2121,20240628 10:00:00 US/Central,SR3M5,95.69,95.695,95.675,95.68
2122,20240628 10:10:00 US/Central,SR3M5,95.68,95.7,95.675,95.69
2123,20240628 10:20:00 US/Central,SR3M5,95.69,95.7,95.69,95.7
2124,20240628 10:30:00 US/Central,SR3M5,95.7,95.705,95.69,95.69
2125,20240628 10:40:00 US/Central,SR3M5,95.69,95.7,95.685,95.69
2126,20240628 10:50:00 US/Central,SR3M5,95.69,95.695,95.685,95.69
2127,20240628 11:00:00 US/Central,SR3M5,95.69,95.695,95.685,95.69
2128,20240628 11:10:00 US/Central,SR3M5,95.69,95.695,95.68,95.69
2129,20240628 11:20:00 US/Central,SR3M5,95.69,95.69,95.675,95.685
2130,20240628 11:30:00 US/Central,SR3M5,95.685,95.685,95.67,95.675
2131,20240628 11:40:00 US/Central,SR3M5,95.675,95.68,95.67,95.67
2132,20240628 11:50:00 US/Central,SR3M5,95.67,95.68,95.67,95.67
2133,20240628 12:00:00 US/Central,SR3M5,95.67,95.68,95.67,95.68
2134,20240628 12:10:00 US/Central,SR3M5,95.68,95.69,95.675,95.69
2135,20240628 12:20:00 US/Central,SR3M5,95.69,95.69,95.68,95.685
2136,20240628 12:30:00 US/Central,SR3M5,95.685,95.685,95.67,95.67
2137,20240628 12:40:00 US/Central,SR3M5,95.67,95.68,95.67,95.68
2138,20240628 12:50:00 US/Central,SR3M5,95.68,95.685,95.675,95.685
2139,20240628 13:00:00 US/Central,SR3M5,95.685,95.69,95.675,95.685
2140,20240628 13:10:00 US/Central,SR3M5,95.685,95.695,95.68,95.69
2141,20240628 13:20:00 US/Central,SR3M5,95.69,95.695,95.685,95.69
2142,20240628 13:30:00 US/Central,SR3M5,95.69,95.695,95.69,95.69
2143,20240628 13:40:00 US/Central,SR3M5,95.69,95.695,95.68,95.69
2144,20240628 13:50:00 US/Central,SR3M5,95.69,95.69,95.68,95.69
2145,20240628 14:00:00 US/Central,SR3M5,95.69,95.69,95.675,95.68
2146,20240628 14:10:00 US/Central,SR3M5,95.68,95.685,95.67,95.68
2147,20240628 14:20:00 US/Central,SR3M5,95.68,95.685,95.675,95.68
2148,20240628 14:30:00 US/Central,SR3M5,95.68,95.685,95.675,95.685
2149,20240628 14:40:00 US/Central,SR3M5,95.685,95.685,95.67,95.68
2150,20240628 14:50:00 US/Central,SR3M5,95.68,95.695,95.67,95.69
2151,20240628 15:00:00 US/Central,SR3M5,95.69,95.695,95.645,95.66
2152,20240628 15:10:00 US/Central,SR3M5,95.66,95.67,95.655,95.66
2153,20240628 15:20:00 US/Central,SR3M5,95.66,95.67,95.655,95.67
2154,20240628 15:30:00 US/Central,SR3M5,95.67,95.67,95.66,95.665
2155,20240628 15:40:00 US/Central,SR3M5,95.665,95.665,95.645,95.65
2156,20240628 15:50:00 US/Central,SR3M5,95.65,95.655,95.645,95.65
2157,20240701 08:30:00 US/Central,SR3M5,95.62,95.62,95.61,95.62
2158,20240701 08:40:00 US/Central,SR3M5,95.62,95.63,95.615,95.625
2159,20240701 08:50:00 US/Central,SR3M5,95.625,95.63,95.62,95.625
2160,20240701 09:00:00 US/Central,SR3M5,95.625,95.665,95.625,95.64
2161,20240701 09:10:00 US/Central,SR3M5,95.64,95.645,95.625,95.63
2162,20240701 09:20:00 US/Central,SR3M5,95.63,95.635,95.615,95.62
2163,20240701 09:30:00 US/Central,SR3M5,95.62,95.62,95.605,95.61
2164,20240701 09:40:00 US/Central,SR3M5,95.61,95.61,95.6,95.61
2165,20240701 09:50:00 US/Central,SR3M5,95.61,95.61,95.6,95.605
2166,20240701 10:00:00 US/Central,SR3M5,95.605,95.61,95.59,95.605
2167,20240701 10:10:00 US/Central,SR3M5,95.605,95.61,95.6,95.61
2168,20240701 10:20:00 US/Central,SR3M5,95.61,95.62,95.605,95.615
2169,20240701 10:30:00 US/Central,SR3M5,95.615,95.625,95.605,95.625
2170,20240701 10:40:00 US/Central,SR3M5,95.625,95.625,95.615,95.625
2171,20240701 10:50:00 US/Central,SR3M5,95.625,95.625,95.615,95.62
2172,20240701 11:00:00 US/Central,SR3M5,95.62,95.625,95.615,95.625
2173,20240701 11:10:00 US/Central,SR3M5,95.625,95.63,95.62,95.625
2174,20240701 11:20:00 US/Central,SR3M5,95.625,95.63,95.615,95.62
2175,20240701 11:30:00 US/Central,SR3M5,95.62,95.625,95.615,95.62
2176,20240701 11:40:00 US/Central,SR3M5,95.62,95.62,95.615,95.62
2177,20240701 11:50:00 US/Central,SR3M5,95.62,95.62,95.605,95.61
2178,20240701 12:00:00 US/Central,SR3M5,95.61,95.615,95.605,95.615
2179,20240701 12:10:00 US/Central,SR3M5,95.615,95.62,95.61,95.62
2180,20240701 12:20:00 US/Central,SR3M5,95.62,95.62,95.615,95.62
2181,20240701 12:30:00 US/Central,SR3M5,95.62,95.62,95.615,95.62
2182,20240701 12:40:00 US/Central,SR3M5,95.62,95.62,95.615,95.62
2183,20240701 12:50:00 US/Central,SR3M5,95.62,95.62,95.61,95.615
2184,20240701 13:00:00 US/Central,SR3M5,95.615,95.615,95.61,95.615
2185,20240701 13:10:00 US/Central,SR3M5,95.615,95.615,95.605,95.61
2186,20240701 13:20:00 US/Central,SR3M5,95.61,95.615,95.605,95.615
2187,20240701 13:30:00 US/Central,SR3M5,95.615,95.625,95.61,95.625
2188,20240701 13:40:00 US/Central,SR3M5,95.625,95.63,95.62,95.625
2189,20240701 13:50:00 US/Central,SR3M5,95.625,95.625,95.615,95.62
2190,20240701 14:00:00 US/Central,SR3M5,95.62,95.625,95.615,95.62
2191,20240701 14:10:00 US/Central,SR3M5,95.62,95.62,95.615,95.62
2192,20240701 14:20:00 US/Central,SR3M5,95.62,95.625,95.615,95.625
2193,20240701 14:30:00 US/Central,SR3M5,95.625,95.625,95.615,95.625
2194,20240701 14:40:00 US/Central,SR3M5,95.625,95.63,95.62,95.625
2195,20240701 14:50:00 US/Central,SR3M5,95.625,95.63,95.62,95.625
2196,20240701 15:00:00 US/Central,SR3M5,95.625,95.64,95.625,95.63
2197,20240701 15:10:00 US/Central,SR3M5,95.63,95.635,95.625,95.63
2198,20240701 15:20:00 US/Central,SR3M5,95.63,95.635,95.63,95.63
2199,20240701 15:30:00 US/Central,SR3M5,95.63,95.635,95.63,95.63
2200,20240701 15:40:00 US/Central,SR3M5,95.63,95.635,95.63,95.63
2201,20240701 15:50:00 US/Central,SR3M5,95.63,95.635,95.63,95.63
2202,20240702 08:30:00 US/Central,SR3M5,95.67,95.69,95.66,95.68
2203,20240702 08:40:00 US/Central,SR3M5,95.68,95.69,95.67,95.685
2204,20240702 08:50:00 US/Central,SR3M5,95.685,95.685,95.67,95.675
2205,20240702 09:00:00 US/Central,SR3M5,95.675,95.68,95.645,95.655
2206,20240702 09:10:00 US/Central,SR3M5,95.655,95.66,95.645,95.655
2207,20240702 09:20:00 US/Central,SR3M5,95.655,95.665,95.655,95.66
2208,20240702 09:30:00 US/Central,SR3M5,95.66,95.68,95.66,95.67
2209,20240702 09:40:00 US/Central,SR3M5,95.67,95.685,95.67,95.68
2210,20240702 09:50:00 US/Central,SR3M5,95.68,95.685,95.675,95.685
2211,20240702 10:00:00 US/Central,SR3M5,95.685,95.685,95.67,95.68
2212,20240702 10:10:00 US/Central,SR3M5,95.68,95.68,95.665,95.67
2213,20240702 10:20:00 US/Central,SR3M5,95.67,95.675,95.66,95.67
2214,20240702 10:30:00 US/Central,SR3M5,95.67,95.67,95.66,95.67
2215,20240702 10:40:00 US/Central,SR3M5,95.67,95.67,95.66,95.66
2216,20240702 10:50:00 US/Central,SR3M5,95.66,95.665,95.66,95.66
2217,20240702 11:00:00 US/Central,SR3M5,95.66,95.665,95.66,95.66
2218,20240702 11:10:00 US/Central,SR3M5,95.66,95.67,95.66,95.66
2219,20240702 11:20:00 US/Central,SR3M5,95.66,95.67,95.66,95.66
2220,20240702 11:30:00 US/Central,SR3M5,95.66,95.665,95.655,95.66
2221,20240702 11:40:00 US/Central,SR3M5,95.66,95.665,95.655,95.66
2222,20240702 11:50:00 US/Central,SR3M5,95.66,95.665,95.66,95.66
2223,20240702 12:00:00 US/Central,SR3M5,95.66,95.665,95.655,95.655
2224,20240702 12:10:00 US/Central,SR3M5,95.655,95.665,95.65,95.655
2225,20240702 12:20:00 US/Central,SR3M5,95.655,95.66,95.65,95.655
2226,20240702 12:30:00 US/Central,SR3M5,95.655,95.66,95.65,95.655
2227,20240702 12:40:00 US/Central,SR3M5,95.655,95.655,95.65,95.655
2228,20240702 12:50:00 US/Central,SR3M5,95.655,95.655,95.65,95.655
2229,20240702 13:00:00 US/Central,SR3M5,95.655,95.655,95.65,95.655
2230,20240702 13:10:00 US/Central,SR3M5,95.655,95.655,95.645,95.655
2231,20240702 13:20:00 US/Central,SR3M5,95.655,95.655,95.65,95.655
2232,20240702 13:30:00 US/Central,SR3M5,95.655,95.655,95.65,95.655
2233,20240702 13:40:00 US/Central,SR3M5,95.655,95.655,95.65,95.655
2234,20240702 13:50:00 US/Central,SR3M5,95.655,95.655,95.645,95.655
2235,20240702 14:00:00 US/Central,SR3M5,95.655,95.655,95.645,95.65
2236,20240702 14:10:00 US/Central,SR3M5,95.65,95.655,95.645,95.65
2237,20240702 14:20:00 US/Central,SR3M5,95.65,95.655,95.645,95.655
2238,20240702 14:30:00 US/Central,SR3M5,95.655,95.655,95.65,95.655
2239,20240702 14:40:00 US/Central,SR3M5,95.655,95.655,95.645,95.655
2240,20240702 14:50:00 US/Central,SR3M5,95.655,95.655,95.65,95.655
2241,20240702 15:00:00 US/Central,SR3M5,95.655,95.655,95.65,95.655
2242,20240702 15:10:00 US/Central,SR3M5,95.655,95.655,95.65,95.655
2243,20240702 15:20:00 US/Central,SR3M5,95.655,95.655,95.64,95.64
2244,20240702 15:30:00 US/Central,SR3M5,95.64,95.65,95.64,95.64
2245,20240702 15:40:00 US/Central,SR3M5,95.64,95.65,95.635,95.64
2246,20240702 15:50:00 US/Central,SR3M5,95.64,95.65,95.64,95.65
2247,20240703 08:30:00 US/Central,SR3M5,95.655,95.655,95.645,95.655
2248,20240703 08:40:00 US/Central,SR3M5,95.655,95.655,95.645,95.655
2249,20240703 08:50:00 US/Central,SR3M5,95.655,95.655,95.645,95.655
2250,20240703 09:00:00 US/Central,SR3M5,95.655,95.725,95.65,95.71
2251,20240703 09:10:00 US/Central,SR3M5,95.71,95.735,95.7,95.72
2252,20240703 09:20:00 US/Central,SR3M5,95.72,95.725,95.71,95.715
2253,20240703 09:30:00 US/Central,SR3M5,95.715,95.72,95.71,95.715
2254,20240703 09:40:00 US/Central,SR3M5,95.715,95.73,95.705,95.72
2255,20240703 09:50:00 US/Central,SR3M5,95.72,95.73,95.715,95.72
2256,20240703 10:00:00 US/Central,SR3M5,95.72,95.72,95.71,95.715
2257,20240703 10:10:00 US/Central,SR3M5,95.715,95.715,95.705,95.71
2258,20240703 10:20:00 US/Central,SR3M5,95.71,95.715,95.695,95.705
2259,20240703 10:30:00 US/Central,SR3M5,95.705,95.705,95.69,95.7
2260,20240703 10:40:00 US/Central,SR3M5,95.7,95.7,95.69,95.69
2261,20240703 10:50:00 US/Central,SR3M5,95.69,95.695,95.69,95.69
2262,20240703 11:00:00 US/Central,SR3M5,95.69,95.695,95.685,95.69
2263,20240703 11:10:00 US/Central,SR3M5,95.69,95.7,95.685,95.69
2264,20240703 11:20:00 US/Central,SR3M5,95.69,95.7,95.69,95.7
2265,20240703 11:30:00 US/Central,SR3M5,95.7,95.71,95.695,95.71
2266,20240703 11:40:00 US/Central,SR3M5,95.71,95.71,95.7,95.705
2267,20240703 11:50:00 US/Central,SR3M5,95.705,95.71,95.7,95.71
2268,20240705 08:30:00 US/Central,SR3M5,95.765,95.78,95.765,95.775
2269,20240705 08:40:00 US/Central,SR3M5,95.775,95.775,95.76,95.765
2270,20240705 08:50:00 US/Central,SR3M5,95.765,95.775,95.76,95.765
2271,20240705 09:00:00 US/Central,SR3M5,95.765,95.775,95.76,95.765
2272,20240705 09:10:00 US/Central,SR3M5,95.765,95.78,95.755,95.78
2273,20240705 09:20:00 US/Central,SR3M5,95.78,95.78,95.77,95.775
2274,20240705 09:30:00 US/Central,SR3M5,95.775,95.785,95.77,95.78
2275,20240705 09:40:00 US/Central,SR3M5,95.78,95.795,95.78,95.785
2276,20240705 09:50:00 US/Central,SR3M5,95.785,95.795,95.785,95.795
2277,20240705 10:00:00 US/Central,SR3M5,95.795,95.8,95.785,95.795
2278,20240705 10:10:00 US/Central,SR3M5,95.795,95.805,95.79,95.805
2279,20240705 10:20:00 US/Central,SR3M5,95.805,95.815,95.795,95.815
2280,20240705 10:30:00 US/Central,SR3M5,95.815,95.82,95.805,95.81
2281,20240705 10:40:00 US/Central,SR3M5,95.81,95.81,95.8,95.805
2282,20240705 10:50:00 US/Central,SR3M5,95.805,95.815,95.8,95.81
2283,20240705 11:00:00 US/Central,SR3M5,95.81,95.815,95.805,95.81
2284,20240705 11:10:00 US/Central,SR3M5,95.81,95.815,95.805,95.81
2285,20240705 11:20:00 US/Central,SR3M5,95.81,95.815,95.805,95.81
2286,20240705 11:30:00 US/Central,SR3M5,95.81,95.81,95.805,95.81
2287,20240705 11:40:00 US/Central,SR3M5,95.81,95.81,95.795,95.805
2288,20240705 11:50:00 US/Central,SR3M5,95.805,95.805,95.795,95.805
2289,20240705 12:00:00 US/Central,SR3M5,95.805,95.81,95.8,95.805
2290,20240705 12:10:00 US/Central,SR3M5,95.805,95.805,95.8,95.805
2291,20240705 12:20:00 US/Central,SR3M5,95.805,95.805,95.8,95.805
2292,20240705 12:30:00 US/Central,SR3M5,95.805,95.81,95.8,95.805
2293,20240705 12:40:00 US/Central,SR3M5,95.805,95.81,95.8,95.81
2294,20240705 12:50:00 US/Central,SR3M5,95.81,95.81,95.8,95.805
2295,20240705 13:00:00 US/Central,SR3M5,95.805,95.81,95.8,95.81
2296,20240705 13:10:00 US/Central,SR3M5,95.81,95.815,95.805,95.815
2297,20240705 13:20:00 US/Central,SR3M5,95.815,95.82,95.81,95.815
2298,20240705 13:30:00 US/Central,SR3M5,95.815,95.825,95.815,95.825
2299,20240705 13:40:00 US/Central,SR3M5,95.825,95.825,95.815,95.815
2300,20240705 13:50:00 US/Central,SR3M5,95.815,95.83,95.815,95.83
2301,20240705 14:00:00 US/Central,SR3M5,95.83,95.83,95.815,95.825
2302,20240705 14:10:00 US/Central,SR3M5,95.825,95.83,95.82,95.83
2303,20240705 14:20:00 US/Central,SR3M5,95.83,95.83,95.82,95.83
2304,20240705 14:30:00 US/Central,SR3M5,95.83,95.83,95.82,95.825
2305,20240705 14:40:00 US/Central,SR3M5,95.825,95.825,95.82,95.825
2306,20240705 14:50:00 US/Central,SR3M5,95.825,95.83,95.82,95.825
2307,20240705 15:00:00 US/Central,SR3M5,95.825,95.825,95.82,95.825
2308,20240705 15:10:00 US/Central,SR3M5,95.825,95.83,95.82,95.825
2309,20240705 15:20:00 US/Central,SR3M5,95.825,95.825,95.82,95.825
2310,20240705 15:30:00 US/Central,SR3M5,95.825,95.825,95.82,95.825
2311,20240705 15:40:00 US/Central,SR3M5,95.825,95.825,95.815,95.815
2312,20240705 15:50:00 US/Central,SR3M5,95.815,95.82,95.815,95.815
2313,20240708 08:30:00 US/Central,SR3M5,95.805,95.81,95.79,95.795
2314,20240708 08:40:00 US/Central,SR3M5,95.795,95.8,95.79,95.795
2315,20240708 08:50:00 US/Central,SR3M5,95.795,95.81,95.795,95.805
2316,20240708 09:00:00 US/Central,SR3M5,95.805,95.81,95.8,95.81
2317,20240708 09:10:00 US/Central,SR3M5,95.81,95.815,95.805,95.81
2318,20240708 09:20:00 US/Central,SR3M5,95.81,95.81,95.8,95.805
2319,20240708 09:30:00 US/Central,SR3M5,95.805,95.81,95.8,95.805
2320,20240708 09:40:00 US/Central,SR3M5,95.805,95.805,95.795,95.805
2321,20240708 09:50:00 US/Central,SR3M5,95.805,95.805,95.795,95.795
2322,20240708 10:00:00 US/Central,SR3M5,95.795,95.805,95.795,95.795
2323,20240708 10:10:00 US/Central,SR3M5,95.795,95.8,95.795,95.795
2324,20240708 10:20:00 US/Central,SR3M5,95.795,95.8,95.79,95.795
2325,20240708 10:30:00 US/Central,SR3M5,95.795,95.8,95.79,95.795
2326,20240708 10:40:00 US/Central,SR3M5,95.795,95.8,95.785,95.785
2327,20240708 10:50:00 US/Central,SR3M5,95.785,95.795,95.785,95.795
2328,20240708 11:00:00 US/Central,SR3M5,95.795,95.795,95.79,95.795
2329,20240708 11:10:00 US/Central,SR3M5,95.795,95.8,95.79,95.795
2330,20240708 11:20:00 US/Central,SR3M5,95.795,95.8,95.795,95.795
2331,20240708 11:30:00 US/Central,SR3M5,95.795,95.8,95.795,95.795
2332,20240708 11:40:00 US/Central,SR3M5,95.795,95.8,95.795,95.795
2333,20240708 11:50:00 US/Central,SR3M5,95.795,95.805,95.795,95.805
2334,20240708 12:00:00 US/Central,SR3M5,95.805,95.805,95.795,95.805
2335,20240708 12:10:00 US/Central,SR3M5,95.805,95.81,95.8,95.81
2336,20240708 12:20:00 US/Central,SR3M5,95.81,95.81,95.805,95.81
2337,20240708 12:30:00 US/Central,SR3M5,95.81,95.815,95.805,95.815
2338,20240708 12:40:00 US/Central,SR3M5,95.815,95.815,95.81,95.815
2339,20240708 12:50:00 US/Central,SR3M5,95.815,95.815,95.805,95.81
2340,20240708 13:00:00 US/Central,SR3M5,95.81,95.81,95.805,95.81
2341,20240708 13:10:00 US/Central,SR3M5,95.81,95.81,95.805,95.81
2342,20240708 13:20:00 US/Central,SR3M5,95.81,95.81,95.805,95.81
2343,20240708 13:30:00 US/Central,SR3M5,95.81,95.81,95.805,95.81
2344,20240708 13:40:00 US/Central,SR3M5,95.81,95.815,95.805,95.81
2345,20240708 13:50:00 US/Central,SR3M5,95.81,95.815,95.805,95.815
2346,20240708 14:00:00 US/Central,SR3M5,95.815,95.815,95.8,95.805
2347,20240708 14:10:00 US/Central,SR3M5,95.805,95.81,95.8,95.805
2348,20240708 14:20:00 US/Central,SR3M5,95.805,95.805,95.8,95.805
2349,20240708 14:30:00 US/Central,SR3M5,95.805,95.805,95.795,95.805
2350,20240708 14:40:00 US/Central,SR3M5,95.805,95.81,95.8,95.805
2351,20240708 14:50:00 US/Central,SR3M5,95.805,95.805,95.795,95.795
2352,20240708 15:00:00 US/Central,SR3M5,95.795,95.805,95.795,95.795
2353,20240708 15:10:00 US/Central,SR3M5,95.795,95.8,95.79,95.795
2354,20240708 15:20:00 US/Central,SR3M5,95.795,95.795,95.79,95.795
2355,20240708 15:30:00 US/Central,SR3M5,95.795,95.8,95.79,95.795
2356,20240708 15:40:00 US/Central,SR3M5,95.795,95.795,95.79,95.795
2357,20240708 15:50:00 US/Central,SR3M5,95.795,95.8,95.79,95.795
2358,20240709 08:30:00 US/Central,SR3M5,95.795,95.8,95.79,95.795
2359,20240709 08:40:00 US/Central,SR3M5,95.795,95.805,95.795,95.795
2360,20240709 08:50:00 US/Central,SR3M5,95.795,95.815,95.795,95.81
2361,20240709 09:00:00 US/Central,SR3M5,95.81,95.825,95.775,95.795
2362,20240709 09:10:00 US/Central,SR3M5,95.795,95.8,95.785,95.785
2363,20240709 09:20:00 US/Central,SR3M5,95.785,95.795,95.78,95.795
2364,20240709 09:30:00 US/Central,SR3M5,95.795,95.795,95.78,95.78
2365,20240709 09:40:00 US/Central,SR3M5,95.78,95.79,95.78,95.78
2366,20240709 09:50:00 US/Central,SR3M5,95.78,95.785,95.775,95.78
2367,20240709 10:00:00 US/Central,SR3M5,95.78,95.79,95.78,95.78
2368,20240709 10:10:00 US/Central,SR3M5,95.78,95.785,95.77,95.78
2369,20240709 10:20:00 US/Central,SR3M5,95.78,95.78,95.77,95.775
2370,20240709 10:30:00 US/Central,SR3M5,95.775,95.78,95.77,95.78
2371,20240709 10:40:00 US/Central,SR3M5,95.78,95.78,95.77,95.775
2372,20240709 10:50:00 US/Central,SR3M5,95.775,95.785,95.77,95.78
2373,20240709 11:00:00 US/Central,SR3M5,95.78,95.79,95.775,95.785
2374,20240709 11:10:00 US/Central,SR3M5,95.785,95.79,95.78,95.785
2375,20240709 11:20:00 US/Central,SR3M5,95.785,95.795,95.785,95.795
2376,20240709 11:30:00 US/Central,SR3M5,95.795,95.795,95.79,95.795
2377,20240709 11:40:00 US/Central,SR3M5,95.795,95.795,95.785,95.785
2378,20240709 11:50:00 US/Central,SR3M5,95.785,95.795,95.785,95.785
2379,20240709 12:00:00 US/Central,SR3M5,95.785,95.805,95.785,95.795
2380,20240709 12:10:00 US/Central,SR3M5,95.795,95.805,95.79,95.795
2381,20240709 12:20:00 US/Central,SR3M5,95.795,95.8,95.79,95.795
2382,20240709 12:30:00 US/Central,SR3M5,95.795,95.795,95.785,95.795
2383,20240709 12:40:00 US/Central,SR3M5,95.795,95.8,95.79,95.795
2384,20240709 12:50:00 US/Central,SR3M5,95.795,95.8,95.795,95.795
2385,20240709 13:00:00 US/Central,SR3M5,95.795,95.8,95.795,95.795
2386,20240709 13:10:00 US/Central,SR3M5,95.795,95.805,95.795,95.795
2387,20240709 13:20:00 US/Central,SR3M5,95.795,95.8,95.795,95.795
2388,20240709 13:30:00 US/Central,SR3M5,95.795,95.8,95.795,95.795
2389,20240709 13:40:00 US/Central,SR3M5,95.795,95.8,95.79,95.795
2390,20240709 13:50:00 US/Central,SR3M5,95.795,95.805,95.79,95.795
2391,20240709 14:00:00 US/Central,SR3M5,95.795,95.805,95.795,95.795
2392,20240709 14:10:00 US/Central,SR3M5,95.795,95.805,95.795,95.795
2393,20240709 14:20:00 US/Central,SR3M5,95.795,95.805,95.795,95.805
2394,20240709 14:30:00 US/Central,SR3M5,95.805,95.81,95.8,95.805
