timestamp,numerator,denominator,close,return_vol_1h,return_vol_30m,return_vol_10m,rolling_mean,reversal
2023-12-07 13:31:00+00:00,153.81,133.5,1.152134831460674,9.035215009001578e-05,4.949919723152337e-05,4.949919723152337e-05,1.1510179801137816,0
2023-12-07 13:32:00+00:00,153.78,133.5,1.1519101123595505,9.44048532634392e-05,5.1226542355069276e-05,5.1226542355069276e-05,1.1509796517297997,0
2023-12-07 13:33:00+00:00,153.78,133.5,1.1519101123595505,9.44048532634392e-05,5.1226542355069276e-05,5.1226542355069276e-05,1.150941323345818,0
2023-12-07 13:34:00+00:00,153.78,133.5,1.1519101123595505,9.44048532634392e-05,5.1226542355069276e-05,5.1226542355069276e-05,1.1509637952559302,0
2023-12-07 13:35:00+00:00,153.78,133.5,1.1519101123595505,9.44048532634392e-05,5.1226542355069276e-05,5.1226542355069276e-05,1.150980024968789,0
2023-12-07 13:36:00+00:00,153.78,133.5,1.1519101123595505,9.44048532634392e-05,5.1226542355069276e-05,5.1226542355069276e-05,1.150996254681648,0
2023-12-07 13:37:00+00:00,153.78,133.5,1.1519101123595505,9.44048532634392e-05,5.1226542355069276e-05,5.1226542355069276e-05,1.1510237203495632,0
2023-12-07 13:38:00+00:00,153.78,133.5,1.1519101123595505,9.44048532634392e-05,5.1226542355069276e-05,5.1226542355069276e-05,1.1510511860174781,0
2023-12-07 13:39:00+00:00,153.78,133.5,1.1519101123595505,9.44048532634392e-05,5.1226542355069276e-05,5.1226542355069276e-05,1.1510786516853933,0
2023-12-07 13:40:00+00:00,153.78,133.5,1.1519101123595505,9.44048532634392e-05,5.1226542355069276e-05,5.1226542355069276e-05,1.1510948813982522,0
2023-12-07 13:41:00+00:00,153.78,133.5,1.1519101123595505,9.44048532634392e-05,5.1226542355069276e-05,5.1226542355069276e-05,1.1511111111111112,0
2023-12-07 13:42:00+00:00,153.81,133.5,1.152134831460674,9.722823321992113e-05,6.239176492752565e-05,6.239176492752565e-05,1.15112734082397,0
2023-12-07 13:43:00+00:00,153.81,133.5,1.152134831460674,9.722823321992113e-05,6.239176492752565e-05,6.239176492752565e-05,1.151143570536829,0
2023-12-07 13:44:00+00:00,153.81,133.5,1.152134831460674,9.722823321992113e-05,6.239176492752565e-05,6.239176492752565e-05,1.151159800249688,0
2023-12-07 13:45:00+00:00,153.81,133.5,1.152134831460674,9.722823321992113e-05,6.239176492752565e-05,6.239176492752565e-05,1.1511760299625469,0
2023-12-07 13:46:00+00:00,153.81,133.5,1.152134831460674,9.722823321992113e-05,6.239176492752565e-05,6.239176492752565e-05,1.1511922596754058,0
2023-12-07 13:47:00+00:00,153.69,133.5,1.1512359550561797,0.00014162267788918152,0.00015662765831208155,0.00015662765831208155,1.1512084893882646,0
